Crop_Type,Rainfall_mm,Temperature_C,Humidity_pct,Nitrogen,Phosphorus,Potassium,pH,Area_ha,Season,Irrigation_Type,Yield_ton_per_ha
Cotton,853.1,32.4,64.7,77.9,83.5,65.5,8.0,14.56,Rabi,Drip,2.98
Maize,567.6,23.0,51.2,72.3,61.9,13.3,5.65,6.78,Kharif,Flood,5.1
Maize,1003.2,24.5,56.5,103.8,82.0,48.2,7.49,8.38,Rabi,Flood,6.34
Rice,1044.9,23.7,80.8,129.2,42.5,23.9,5.64,9.37,Zaid,Drip,4.4
Soybean,781.2,22.3,50.2,80.1,80.4,33.0,6.91,13.54,Zaid,Rainfed,3.01
Cotton,609.2,29.8,,82.6,41.1,95.6,7.14,14.56,Rabi,Flood,2.87
Sugarcane,1368.7,31.2,78.2,107.2,42.8,27.1,6.59,18.47,Zaid,Drip,77.91
Maize,659.3,26.6,79.6,82.8,71.1,17.4,5.5,3.22,Rabi,Flood,5.6
Rice,1385.9,23.4,67.8,108.1,73.6,19.8,8.01,4.03,Zaid,Sprinkler,4.79
Sugarcane,1960.6,24.7,70.9,22.0,92.0,86.7,4.73,,Rabi,Flood,79.13
Soybean,488.1,25.6,72.6,127.9,71.3,102.2,7.75,16.66,Rabi,Drip,3.97
Cotton,,30.6,64.1,131.0,59.2,82.1,8.3,2.13,Zaid,Flood,2.41
Soybean,703.5,20.3,69.1,57.7,56.8,59.2,4.88,6.77,Kharif,Sprinkler,2.81
Maize,1112.2,22.5,56.4,52.3,19.3,70.2,6.18,12.46,Zaid,Flood,5.44
Sugarcane,1463.9,23.9,64.0,117.0,60.7,69.4,7.78,7.19,Kharif,Drip,93.63
Sugarcane,1309.5,29.2,63.6,25.7,64.6,5.0,4.57,8.1,Kharif,Sprinkler,39.57
Sugarcane,1645.2,30.4,77.3,77.7,97.8,22.1,6.9,10.08,Kharif,Sprinkler,91.25
Maize,762.4,22.6,57.3,66.0,50.0,83.1,7.56,3.59,Zaid,Flood,6.7
Maize,576.2,28.8,64.2,107.5,63.1,15.6,6.09,10.39,Zaid,Flood,5.06
Soybean,726.3,24.1,55.3,47.9,86.2,109.9,5.77,3.4,Rabi,Flood,3.73
Wheat,476.2,13.4,45.2,58.5,44.7,36.6,7.13,18.42,Rabi,Sprinkler,3.56
Soybean,707.2,28.5,61.4,29.5,47.7,34.2,8.27,17.74,Rabi,Flood,1.81
Cotton,612.5,30.2,50.3,124.0,55.1,40.1,5.33,16.11,Zaid,Drip,2.47
Rice,1951.8,25.3,75.6,62.1,54.5,86.8,5.86,3.98,Zaid,Sprinkler,4.77
Sugarcane,,30.0,82.0,58.3,12.2,105.6,6.24,12.65,Kharif,Sprinkler,76.29
Wheat,733.3,18.5,63.8,135.2,11.8,,4.82,15.15,Rabi,Sprinkler,3.43
Rice,1474.0,23.0,72.3,103.0,51.3,,6.2,17.5,Zaid,Sprinkler,5.84
Wheat,730.3,14.6,44.4,128.1,31.9,99.4,7.66,11.85,Rabi,Flood,4.13
Soybean,885.4,25.5,74.9,25.2,85.7,57.5,6.05,12.45,Rabi,Drip,3.49
Maize,798.5,20.6,78.2,65.7,39.0,51.3,6.58,12.82,Kharif,Rainfed,5.7
Sugarcane,2186.7,33.2,73.8,19.6,32.2,43.5,6.99,1.77,Kharif,Drip,56.2
Soybean,790.1,20.2,56.6,50.3,55.2,27.7,8.04,2.16,Rabi,Drip,2.02
Rice,1174.3,23.2,73.3,25.7,16.4,81.2,6.78,10.91,Zaid,Flood,4.47
Rice,1507.3,23.4,77.0,136.2,88.9,104.3,4.95,17.43,Kharif,Rainfed,5.73
Rice,993.0,29.2,79.0,16.8,32.9,101.7,5.19,1.77,Zaid,Flood,3.96
Rice,1172.8,23.2,83.4,80.6,84.1,16.7,8.18,18.73,Zaid,Flood,4.06
Rice,1987.8,22.3,74.5,84.4,63.5,87.9,7.75,4.28,Rabi,Drip,4.55
Wheat,797.3,20.0,62.1,38.1,85.4,,4.64,6.77,Rabi,Sprinkler,3.33
Soybean,574.3,29.6,56.2,83.3,82.1,83.4,6.74,12.81,Zaid,Drip,3.61
Sugarcane,1168.8,33.3,77.0,43.8,50.2,36.4,5.79,5.58,Zaid,Flood,47.46
Maize,1008.4,22.4,63.7,81.1,56.6,107.5,5.97,4.55,Zaid,Rainfed,7.02
Maize,862.8,29.8,77.8,63.0,99.9,,4.67,11.94,Zaid,Flood,4.99
Soybean,819.4,20.3,56.9,113.6,32.4,25.4,8.4,7.55,Rabi,Sprinkler,2.51
Soybean,753.5,29.1,60.1,122.1,22.2,62.1,8.3,12.7,Rabi,Drip,3.3
Maize,1087.6,25.8,78.3,45.5,21.1,55.8,,4.93,Zaid,Drip,4.96
Maize,780.9,26.3,55.8,56.3,21.1,16.2,8.13,19.95,Kharif,Rainfed,3.4
Wheat,464.9,12.7,53.8,36.6,33.6,26.1,7.6,14.4,Rabi,Rainfed,2.62
Cotton,586.8,34.7,45.6,78.3,13.7,50.8,6.83,10.68,Kharif,Drip,2.21
Sugarcane,2438.2,28.1,65.2,95.1,9.1,12.0,6.71,2.55,Zaid,Flood,52.89
Rice,1043.0,,80.0,33.7,63.3,48.3,7.12,19.9,Rabi,Sprinkler,4.04
Cotton,942.7,25.0,41.7,133.9,31.8,45.1,4.87,2.69,Rabi,Drip,2.22
Soybean,792.9,27.2,56.6,15.9,5.2,41.8,5.47,1.72,Rabi,Drip,1.96
Maize,1140.4,19.5,54.2,79.9,61.3,62.1,4.9,6.72,Kharif,Sprinkler,4.52
Cotton,846.4,30.6,53.3,66.5,41.8,93.4,5.38,14.82,Kharif,Sprinkler,2.55
Sugarcane,1446.0,26.3,71.8,22.1,9.4,16.7,5.25,10.33,Kharif,Drip,41.29
Soybean,,20.7,64.0,120.5,99.6,58.4,5.88,4.13,Zaid,Rainfed,4.06
Rice,1466.6,27.1,84.7,75.6,92.1,70.9,7.86,3.39,Kharif,Flood,5.72
Rice,1911.8,23.9,61.0,70.1,34.8,74.8,7.86,7.53,Kharif,Flood,3.9
Sugarcane,2306.2,21.8,60.1,60.5,31.4,64.9,5.5,6.57,Rabi,Rainfed,53.25
Sugarcane,2013.0,20.4,83.3,40.8,70.9,107.4,8.35,5.08,Zaid,Drip,67.56
Maize,991.4,19.8,71.8,97.7,36.9,22.8,6.82,9.93,Zaid,Flood,6.09
Rice,1803.2,,,133.2,17.2,8.6,6.16,4.3,Rabi,Rainfed,3.97
Soybean,561.8,22.9,67.1,34.3,56.6,,6.23,13.02,Kharif,Sprinkler,4.09
Cotton,769.8,28.2,57.3,64.8,86.1,86.0,4.76,12.61,Kharif,Flood,2.67
Soybean,880.6,25.6,72.0,62.6,32.7,29.6,6.63,2.73,Zaid,Drip,2.92
Wheat,489.7,23.9,65.1,50.7,59.2,73.1,7.21,17.71,Zaid,Drip,4.24
Wheat,570.5,20.2,67.8,131.1,53.7,37.1,6.34,4.14,Kharif,Drip,5.95
Sugarcane,1655.9,21.9,78.3,98.8,31.6,75.7,8.21,7.28,Rabi,Sprinkler,69.99
Maize,671.9,24.9,69.5,118.2,48.6,76.3,7.11,1.25,Kharif,Rainfed,6.22
Wheat,327.7,17.0,64.3,137.9,83.3,63.3,5.68,4.36,Rabi,Drip,5.4
Rice,1113.0,31.0,86.0,93.8,6.9,81.1,4.64,19.95,Zaid,Flood,3.82
Soybean,842.9,24.1,50.8,126.5,66.9,82.4,4.51,12.75,Zaid,Rainfed,2.51
Soybean,803.6,25.4,63.9,121.4,27.1,89.6,5.22,16.36,Zaid,Rainfed,3.18
Sugarcane,1119.2,29.9,72.4,,87.9,97.1,7.3,13.29,Rabi,Drip,
Cotton,702.3,28.7,53.8,131.9,73.8,62.9,7.58,7.73,Kharif,Drip,2.91
Sugarcane,2030.3,29.1,71.5,83.5,70.9,85.6,8.08,7.41,Kharif,Drip,81.84
Cotton,518.6,27.1,43.5,129.2,48.6,13.2,8.34,17.64,Zaid,Rainfed,1.8
Sugarcane,2195.4,33.0,68.7,110.7,29.9,39.5,4.93,18.73,Kharif,Flood,59.44
Sugarcane,1587.0,27.8,84.0,53.6,79.0,94.8,6.24,7.87,Rabi,Rainfed,99.57
Sugarcane,2332.5,23.4,69.7,84.9,84.0,24.8,7.64,12.13,Zaid,Sprinkler,63.68
Cotton,710.3,26.7,60.8,12.5,15.7,109.0,5.62,19.52,Kharif,Drip,2.44
Cotton,790.6,31.6,53.2,119.6,27.3,51.5,5.12,12.12,Kharif,Sprinkler,2.37
Sugarcane,1755.4,25.8,64.8,123.9,59.4,25.2,7.67,1.17,Zaid,Drip,100.38
Wheat,407.6,13.4,48.4,41.3,52.3,104.2,6.28,13.4,Kharif,Rainfed,4.48
Maize,523.7,28.5,62.1,112.0,82.4,102.4,7.31,5.28,Kharif,Flood,7.02
Maize,966.8,24.7,77.9,99.3,35.4,25.9,7.92,4.29,Kharif,Sprinkler,5.27
Maize,884.8,18.6,64.0,130.6,29.4,33.3,6.15,5.25,Rabi,Flood,6.59
Cotton,915.6,33.6,47.1,81.2,12.9,101.1,6.12,8.18,Rabi,Rainfed,2.53
Cotton,625.9,29.6,49.4,114.0,84.3,36.9,6.38,17.54,Rabi,Sprinkler,3.34
Wheat,591.3,20.8,56.6,121.7,14.6,41.4,6.65,16.32,Zaid,Drip,5.27
Maize,779.7,27.6,55.7,108.7,13.6,59.1,4.76,7.45,Rabi,Rainfed,3.8
Maize,658.7,23.1,63.7,133.9,85.8,20.2,4.62,18.7,Zaid,Flood,6.32
Sugarcane,2171.1,28.1,67.9,72.6,97.0,75.6,5.11,3.1,Rabi,Flood,74.2
Cotton,972.1,25.2,44.2,11.2,27.5,29.7,6.19,18.45,Zaid,Rainfed,1.43
Maize,787.6,23.5,66.7,41.6,10.0,103.6,5.25,4.37,Kharif,Drip,5.61
Soybean,620.2,21.5,67.1,39.7,45.2,63.5,8.05,6.86,Kharif,Flood,2.32
Wheat,673.4,18.4,43.3,65.2,6.7,8.5,6.43,6.31,Rabi,Drip,2.88
Soybean,468.2,25.0,72.3,139.8,22.2,17.6,5.07,13.39,Kharif,Sprinkler,2.52
Soybean,569.1,27.1,55.5,97.6,14.9,52.7,6.47,7.94,Rabi,Drip,3.48
Wheat,784.1,20.8,44.3,123.5,32.0,,6.69,11.36,Kharif,Drip,4.4
Soybean,481.7,22.0,69.3,42.5,62.8,77.2,6.38,17.59,Rabi,Drip,3.56
Maize,614.8,28.3,50.8,21.7,32.2,107.1,6.73,7.78,Kharif,Drip,5.75
Cotton,,29.5,63.5,120.4,85.1,58.8,7.66,4.0,Kharif,Flood,3.22
Wheat,319.9,18.4,62.9,31.9,65.0,14.0,8.29,6.19,Zaid,Rainfed,2.27
Sugarcane,2419.0,21.9,77.8,106.4,52.4,54.8,4.94,11.42,Zaid,Drip,52.05
Soybean,504.9,27.9,54.7,37.5,57.9,87.6,5.76,2.15,Rabi,Rainfed,2.61
Wheat,410.8,21.7,46.6,133.1,95.6,109.0,7.73,4.17,Rabi,Rainfed,4.7
Rice,1746.9,31.6,81.7,34.2,91.4,91.9,5.15,17.49,Rabi,Sprinkler,4.35
Rice,1588.2,22.8,79.6,22.3,35.3,109.2,7.21,14.74,Zaid,Drip,5.91
Cotton,659.1,32.6,43.6,134.1,12.3,15.1,6.48,16.48,Kharif,Sprinkler,2.83
Maize,599.1,29.3,61.3,46.7,86.8,56.3,4.61,14.31,Kharif,Rainfed,4.3
Cotton,620.1,27.6,46.6,54.0,15.2,78.2,5.33,18.56,Rabi,Drip,
Cotton,648.5,27.6,59.2,65.6,82.8,87.4,8.22,15.25,Kharif,Drip,2.32
Cotton,872.8,27.6,64.4,87.3,85.8,,4.65,12.14,Kharif,Drip,2.16
Cotton,651.0,33.9,50.8,78.6,30.9,100.4,6.36,8.77,Kharif,Flood,3.05
Sugarcane,1274.2,21.8,83.8,119.5,41.9,72.0,8.27,4.63,Zaid,Flood,58.61
Sugarcane,1213.9,28.1,64.7,125.9,5.7,90.8,6.57,11.41,Rabi,Rainfed,72.79
Wheat,677.2,13.3,46.6,13.7,98.1,107.9,6.01,1.0,Zaid,Flood,4.56
Rice,950.0,30.3,64.1,116.9,92.6,88.0,5.3,8.52,Zaid,Sprinkler,5.65
Cotton,754.8,27.8,52.8,115.9,76.5,100.9,7.83,5.45,Kharif,Rainfed,2.78
Wheat,428.6,22.4,58.5,69.8,79.3,37.5,7.07,17.7,Zaid,Rainfed,3.92
Rice,1606.7,25.5,88.5,73.1,49.3,73.7,4.91,5.44,Rabi,Flood,4.43
Soybean,,26.7,55.1,98.8,77.6,93.2,5.67,18.66,Rabi,Flood,3.9
Maize,1174.2,19.5,53.7,43.1,82.3,70.0,7.85,10.56,Zaid,Drip,
Sugarcane,2037.4,27.7,61.2,102.3,60.3,25.8,4.7,2.62,Kharif,Rainfed,58.0
Soybean,870.4,23.8,55.3,23.5,37.6,83.3,7.0,8.61,Kharif,Flood,2.94
Rice,874.2,29.3,82.3,13.1,66.8,27.1,7.29,6.54,Rabi,Sprinkler,3.62
Soybean,862.7,22.9,69.5,41.6,95.1,42.5,7.11,14.99,Kharif,Flood,2.59
Maize,741.1,29.5,55.7,120.6,71.8,14.1,4.97,14.45,Kharif,Drip,5.63
Rice,1220.9,28.5,68.2,85.1,93.7,8.7,7.58,14.59,Zaid,Sprinkler,5.06
Soybean,758.3,26.9,50.7,126.9,37.1,83.1,7.54,13.19,Rabi,Drip,3.72
Sugarcane,1149.4,31.4,69.9,23.5,84.5,62.8,7.26,13.81,Zaid,Sprinkler,61.53
Sugarcane,1989.6,22.0,74.4,14.0,24.1,33.1,4.79,7.42,Kharif,Drip,33.58
Wheat,336.6,21.8,42.7,94.8,51.3,88.0,8.17,8.07,Zaid,Rainfed,3.56
Soybean,891.7,25.0,70.8,128.5,29.2,86.1,5.56,4.57,Rabi,Sprinkler,3.75
Cotton,675.4,27.8,45.4,86.1,38.1,74.0,4.56,1.76,Kharif,Drip,2.18
Soybean,816.7,24.2,72.2,41.8,59.6,85.7,5.66,8.48,Rabi,Drip,3.41
Rice,1027.6,22.7,70.1,20.1,23.2,100.7,4.58,13.24,Kharif,Flood,2.89
Rice,1506.4,28.7,66.7,120.1,51.7,91.4,6.12,19.7,Rabi,Drip,8.04
Soybean,790.0,24.7,72.0,135.3,35.8,88.9,5.34,11.14,Zaid,Drip,4.14
Maize,500.2,25.3,74.2,52.9,35.4,45.2,7.02,9.12,Kharif,Flood,4.35
Sugarcane,1862.5,30.9,62.7,33.2,8.9,90.0,6.71,6.68,Rabi,Sprinkler,84.34
Rice,1642.3,27.3,89.1,66.5,43.6,43.8,7.81,3.55,Rabi,Sprinkler,4.88
Sugarcane,1454.1,22.8,72.2,64.9,15.1,103.5,4.68,15.12,Rabi,Rainfed,48.8
Rice,1010.5,26.7,64.2,26.4,48.0,59.1,5.03,19.6,Zaid,Drip,3.39
Wheat,678.0,18.4,55.6,47.1,28.6,84.7,4.97,7.71,Rabi,Flood,3.47
Cotton,576.3,27.6,,105.1,58.3,28.6,6.54,10.66,Zaid,Sprinkler,2.66
Rice,1567.3,23.6,86.2,63.2,21.1,84.4,7.83,17.67,Zaid,Drip,4.63
Sugarcane,1023.1,32.9,62.7,22.0,72.7,12.3,6.49,9.72,Zaid,Rainfed,41.01
Wheat,687.1,16.6,40.9,97.5,82.6,102.9,8.01,6.73,Rabi,Rainfed,4.55
Rice,1109.4,22.8,62.8,51.0,88.1,41.5,6.75,8.95,Zaid,Flood,4.62
Maize,842.5,18.7,74.4,22.8,11.6,21.1,7.56,14.62,Kharif,Flood,3.78
Cotton,944.2,29.7,59.2,115.6,82.3,72.5,6.33,17.36,Kharif,Rainfed,3.07
Rice,896.5,23.2,64.7,42.5,51.4,78.7,8.45,9.11,Zaid,Drip,3.75
Wheat,569.7,18.8,55.5,11.1,5.2,15.3,4.91,14.25,Zaid,Rainfed,1.84
Maize,1064.3,20.1,76.7,120.7,46.2,84.7,4.89,1.28,Zaid,Drip,5.38
Soybean,898.0,24.3,52.4,121.2,50.6,91.9,7.77,18.36,Rabi,Flood,3.61
Wheat,355.6,13.2,67.0,80.3,73.3,28.7,5.17,16.78,Kharif,Sprinkler,3.44
Wheat,314.0,17.9,51.6,110.2,83.0,78.4,7.27,10.37,Zaid,Flood,4.92
Maize,1164.9,20.8,50.8,28.1,59.2,82.5,6.65,7.42,Kharif,Sprinkler,6.25
Wheat,715.7,21.2,41.2,40.7,40.5,24.2,4.79,4.89,Kharif,Rainfed,2.54
Maize,799.6,18.5,53.7,66.1,46.2,57.3,8.07,16.2,Rabi,Drip,5.49
Rice,1614.2,30.9,84.6,83.3,54.9,81.0,4.58,13.96,Zaid,Flood,4.9
Maize,759.1,29.5,75.2,122.3,16.7,93.8,5.8,12.07,Rabi,Sprinkler,6.77
Maize,1018.3,26.0,63.2,125.5,81.9,87.5,6.33,1.23,Rabi,Sprinkler,8.6
Cotton,972.5,26.4,64.7,15.8,19.3,49.5,5.25,7.6,Zaid,Drip,1.42
Maize,690.2,23.5,60.6,22.3,45.7,108.2,5.82,17.59,Rabi,Sprinkler,6.81
Maize,824.0,18.9,79.7,110.0,96.4,86.9,8.0,14.28,Kharif,Sprinkler,7.7
Soybean,600.8,28.2,52.4,112.0,48.2,56.7,5.25,13.39,Zaid,Rainfed,2.9
Rice,1777.4,30.4,79.4,57.6,33.9,5.9,7.83,2.2,Zaid,Flood,2.89
Cotton,763.3,30.0,63.2,14.1,78.5,10.5,4.65,8.88,Kharif,Drip,1.75
Soybean,468.2,20.3,65.3,114.8,46.6,63.2,7.7,12.4,Zaid,Rainfed,2.95
Sugarcane,1942.4,29.2,78.4,90.7,97.1,,8.3,11.0,Kharif,Drip,78.73
Rice,1648.3,29.7,61.2,81.1,13.4,109.6,8.09,0.91,Zaid,Drip,4.65
Rice,1224.3,31.2,81.6,67.5,67.2,40.7,5.79,8.78,Zaid,Flood,4.78
Sugarcane,2341.1,26.0,72.4,80.8,95.9,98.1,5.18,9.73,Zaid,Sprinkler,85.98
Maize,760.1,22.5,,24.9,,85.9,8.38,15.58,Zaid,Drip,4.93
Soybean,713.3,29.1,55.4,125.6,99.4,14.1,7.95,8.12,Rabi,Rainfed,2.66
Wheat,786.7,23.9,47.9,37.7,12.6,64.0,4.55,8.53,Zaid,Rainfed,2.02
Cotton,604.9,33.4,48.2,123.1,75.9,28.0,4.79,14.46,Kharif,Rainfed,2.04
Wheat,522.6,22.0,50.4,68.7,76.1,99.7,4.7,10.72,Kharif,Rainfed,4.25
Sugarcane,2398.7,25.4,75.8,131.4,,15.9,5.42,8.19,Rabi,Flood,65.0
Rice,1365.6,26.9,88.7,66.4,79.6,103.9,,4.57,Kharif,Rainfed,5.3
Rice,,25.6,73.6,78.1,98.3,11.3,6.45,15.59,Kharif,Rainfed,4.28
Cotton,619.7,31.1,61.7,52.5,36.3,67.8,5.23,6.06,Rabi,Drip,2.28
Rice,1480.0,28.0,79.6,50.0,17.0,84.9,7.9,5.51,Rabi,Flood,3.75
Rice,1440.0,27.0,79.8,15.4,73.5,11.5,6.37,16.64,Rabi,Flood,
Cotton,591.9,29.1,63.5,79.2,86.0,40.9,5.84,19.72,Kharif,Rainfed,2.52
Soybean,530.8,21.3,55.1,24.5,65.8,109.0,8.02,1.39,Rabi,Drip,2.93
Soybean,844.2,29.3,66.9,95.5,25.3,17.3,6.16,4.14,Zaid,Rainfed,2.56
Cotton,544.5,27.5,46.8,109.8,86.0,86.8,7.02,10.52,Rabi,Drip,3.76
Sugarcane,1526.8,23.3,60.5,137.0,11.3,99.3,5.75,11.96,Kharif,Sprinkler,97.19
Rice,1332.5,23.4,69.8,17.4,84.2,9.7,7.11,6.62,Rabi,Flood,4.51
Rice,1415.6,25.2,67.4,122.3,34.8,30.7,7.51,0.84,Zaid,Drip,6.96
Sugarcane,2323.4,25.6,83.8,103.1,51.8,72.3,6.16,6.33,Zaid,Rainfed,81.26
Soybean,826.3,24.8,67.0,99.0,,108.3,7.87,15.89,Kharif,Sprinkler,3.13
Maize,876.9,19.6,54.4,81.9,,46.0,6.49,17.58,Kharif,Rainfed,6.55
Maize,581.8,27.4,62.1,15.5,69.9,37.3,6.74,18.69,Zaid,Sprinkler,4.71
Maize,972.9,18.6,73.6,134.5,20.0,46.2,7.88,16.23,Kharif,Flood,4.93
Soybean,864.8,21.2,54.3,84.5,,43.8,5.91,13.54,Kharif,Drip,2.93
Soybean,629.6,22.6,70.2,135.6,65.4,87.1,6.63,12.68,Rabi,Rainfed,4.09
Sugarcane,1143.5,29.2,68.9,42.6,92.0,94.5,6.82,10.65,Rabi,Sprinkler,75.13
Rice,1963.2,31.3,63.8,30.9,69.3,61.9,4.57,1.71,Zaid,Drip,3.11
Sugarcane,1890.5,33.4,80.1,65.6,15.8,50.5,6.33,11.24,Zaid,Flood,75.59
Sugarcane,1366.2,34.9,65.0,78.5,56.0,51.2,7.59,10.57,Rabi,Rainfed,48.64
Soybean,467.3,26.8,64.2,61.8,97.9,58.3,6.71,14.39,Rabi,Drip,3.81
Maize,876.1,20.7,78.3,63.3,69.6,107.7,7.82,13.35,Kharif,Sprinkler,7.05
Wheat,366.6,17.0,51.6,132.6,89.5,60.0,6.65,6.52,Kharif,Rainfed,5.72
Rice,1282.9,29.1,65.6,80.3,26.4,107.3,6.06,18.24,Zaid,Rainfed,6.03
Soybean,705.0,27.8,55.7,14.9,63.7,18.8,5.87,13.68,Rabi,Drip,2.24
Maize,543.2,19.5,79.9,60.3,91.1,35.8,7.51,4.77,Kharif,Flood,5.23
Wheat,405.7,22.7,54.5,73.0,89.6,36.2,8.23,9.29,Kharif,Sprinkler,3.85
Wheat,505.1,15.5,61.3,76.7,93.4,82.4,6.76,17.79,Zaid,Rainfed,4.76
Soybean,757.5,23.9,72.3,51.0,25.5,,4.77,14.43,Rabi,Rainfed,2.23
Cotton,734.2,27.0,61.5,75.5,69.9,66.7,7.87,6.05,Rabi,Rainfed,2.33
Rice,851.4,29.3,80.3,63.9,16.8,49.1,5.28,,Kharif,Flood,2.99
Wheat,687.1,21.6,58.2,12.9,93.4,77.1,4.64,16.47,Kharif,Rainfed,2.82
Soybean,850.4,24.2,60.9,19.8,94.9,101.7,7.24,9.62,Kharif,Flood,4.01
Soybean,480.9,20.8,63.4,30.8,5.7,49.4,5.05,3.63,Kharif,Sprinkler,1.72
Maize,881.6,21.5,58.3,81.6,15.9,104.0,5.66,18.5,Zaid,Drip,7.14
Cotton,623.1,32.8,56.7,52.1,53.4,75.8,6.86,11.74,Zaid,Flood,2.61
Rice,1100.8,22.2,66.9,42.5,55.9,66.1,8.14,8.03,Rabi,Rainfed,2.99
Sugarcane,2369.0,29.8,80.8,99.4,38.8,30.3,5.39,19.07,Zaid,Flood,55.11
Maize,710.4,23.4,67.1,29.5,79.5,39.9,,14.45,Kharif,Sprinkler,5.83
Wheat,604.2,22.9,51.7,75.4,78.0,97.1,4.92,8.0,Kharif,Drip,4.03
Wheat,601.4,17.3,70.0,74.1,24.8,22.1,4.67,11.4,Kharif,Flood,2.73
Maize,986.7,20.5,72.2,43.7,37.7,109.0,6.0,15.34,Kharif,Flood,6.56
Soybean,712.5,25.6,62.0,81.4,23.8,62.4,8.49,11.54,Rabi,Flood,2.38
Wheat,498.2,22.4,44.6,122.1,23.8,101.7,6.27,14.98,Zaid,Sprinkler,5.94
Cotton,533.8,27.0,44.3,138.0,49.5,96.1,7.9,10.47,Zaid,Rainfed,3.02
Rice,1626.1,23.9,68.2,118.2,13.0,86.2,4.9,17.68,Zaid,Drip,5.11
Cotton,822.7,28.7,63.7,15.4,92.3,69.0,7.73,7.99,Zaid,Rainfed,2.45
Wheat,786.6,23.4,49.1,100.2,5.8,24.8,7.26,1.78,Rabi,Rainfed,3.11
Sugarcane,1945.4,26.8,73.5,16.8,75.6,23.1,4.63,9.3,Zaid,Flood,55.75
Rice,815.4,23.5,63.3,57.3,60.1,25.3,7.71,15.19,Kharif,Drip,2.81
Rice,1403.7,25.8,62.3,98.7,38.4,28.6,5.61,4.02,Rabi,Flood,5.33
Maize,1118.0,20.0,67.2,122.8,50.0,102.4,5.35,11.32,Rabi,Sprinkler,5.9
Maize,947.6,20.7,63.7,62.0,61.3,56.6,5.71,11.4,Zaid,Flood,6.37
Sugarcane,2490.1,21.5,70.0,31.2,82.1,28.7,6.6,3.0,Zaid,Flood,42.63
Soybean,668.2,20.7,61.7,44.0,92.6,48.9,7.96,2.64,Kharif,Drip,3.4
Rice,1290.1,23.8,63.3,67.3,38.6,28.4,,19.04,Zaid,Sprinkler,5.25
Sugarcane,2346.5,27.5,84.2,57.1,66.8,74.5,6.11,6.68,Rabi,Sprinkler,82.74
Maize,580.1,27.5,53.6,129.9,12.7,77.3,5.41,1.19,Zaid,Drip,5.84
Maize,953.1,25.2,61.2,106.6,51.6,50.2,6.13,8.91,Kharif,Drip,7.63
Rice,1178.3,28.8,82.0,52.9,16.9,54.9,7.5,7.86,Zaid,Drip,3.78
Cotton,741.2,35.0,60.1,114.6,93.0,13.9,5.58,15.47,Zaid,Flood,2.39
Wheat,383.1,19.3,48.4,77.8,31.3,27.1,4.85,3.54,Rabi,Sprinkler,3.27
Maize,1076.3,21.9,73.5,125.9,58.5,42.0,6.92,2.24,Rabi,Flood,6.12
Soybean,633.4,20.2,55.7,30.5,63.5,109.5,5.21,11.16,Kharif,Sprinkler,3.31
Soybean,686.9,20.6,63.5,121.9,14.3,30.2,6.13,17.38,Rabi,Rainfed,2.84
Maize,1171.4,29.9,50.2,16.2,,41.6,7.82,17.91,Zaid,Sprinkler,3.24
Cotton,551.8,29.6,51.4,58.9,,51.1,4.57,19.88,Rabi,Drip,2.02
Cotton,977.3,29.7,43.9,34.6,81.8,32.4,7.7,5.79,Zaid,Drip,1.81
Sugarcane,2450.3,29.2,76.8,57.1,93.9,64.4,5.01,10.23,Kharif,Drip,65.79
Soybean,592.8,29.4,53.9,19.6,75.1,88.5,6.14,8.22,Rabi,Sprinkler,3.26
Sugarcane,1934.1,31.7,63.9,56.4,21.9,36.0,6.96,7.82,Zaid,Sprinkler,67.55
Soybean,489.3,,68.5,62.2,50.6,107.3,5.88,13.14,Rabi,Flood,3.69
Wheat,781.6,12.8,50.5,118.1,35.3,71.4,8.43,17.6,Kharif,Flood,3.07
Wheat,765.6,19.8,65.5,18.8,99.4,78.4,5.15,0.74,Kharif,Flood,4.07
Rice,1739.3,27.9,82.4,16.6,89.8,28.8,6.71,13.06,Kharif,Flood,4.25
Sugarcane,1732.2,34.6,61.4,131.8,60.7,78.4,6.6,16.78,Zaid,Flood,112.41
Maize,994.1,18.9,61.8,45.4,5.3,80.6,7.84,8.2,Rabi,Sprinkler,3.79
Sugarcane,1676.0,29.4,62.0,97.1,18.1,75.5,8.42,10.87,Zaid,Sprinkler,65.46
Maize,534.5,28.6,54.1,20.7,85.1,6.1,7.95,9.3,Rabi,Sprinkler,3.37
Cotton,593.4,29.0,55.6,98.3,51.3,9.3,7.12,16.92,Kharif,Drip,2.38
Sugarcane,1483.3,33.3,60.3,119.6,94.5,73.8,5.43,5.41,Kharif,Rainfed,87.75
Cotton,913.0,26.5,47.3,115.1,92.4,49.9,5.96,16.14,Kharif,Sprinkler,3.36
Wheat,722.4,14.0,,131.2,28.8,82.1,5.64,6.7,Zaid,Drip,5.55
Wheat,578.4,21.7,66.5,50.0,70.7,84.1,5.11,8.31,Kharif,Drip,3.99
Rice,1059.0,28.9,81.3,131.6,58.7,69.2,4.78,17.36,Rabi,Rainfed,4.24
Sugarcane,2320.4,20.6,61.7,122.8,42.2,43.4,6.67,19.16,Kharif,Drip,74.09
Cotton,798.6,30.1,51.4,54.3,49.4,37.7,6.25,7.5,Rabi,Flood,2.46
